Phrase,Sentiment,Processed_Content
"is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy",0,"'is monumental achievement practically every facet inept filmmaking : coxless , idiotic , annoying , heavy handed , visually atrocious , often downright creepy '"
"joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy",0,"'coxless , idiotic , annoying , heavy handed , visually atrocious , often downright creepy '"
"joyless , idiotic , annoying , heavy-handed ,",0,"'coxless , idiotic , annoying , heavy handed , '"
"joyless , idiotic , annoying , heavy-handed",0,"'coxless , idiotic , annoying , heavy handed '"
joyless,0,'coxless '
idiotic,0,'idiotic '
", annoying , heavy-handed",0,"' , annoying , heavy handed '"
annoying,0,'annoying '
"visually atrocious , and often downright creepy",0,"'visually atrocious , often downright creepy '"
visually atrocious,0,'visually atrocious '
atrocious,0,'atrocious '
One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .,0,`` one highly praised disappointment 've misfortune watch quite time . ''
of the most highly-praised disappointments I,0,'of highly praised disappointment '
disappointments,0,'disappointment '
Remember back when thrillers actually thrilled,0,'remember back thrillers actually thrilled '
Fails so fundamentally on every conventional level,0,'fails fundamentally every conventional level '
", it 's probably not accurate to call it a movie",0,"`` , 's probably accurate call movie ''"
is abhorrent to you,0,'is abhorrent '
abhorrent,0,'abhorrent '
be more like hell,0,'be like hell '
hell,0,'hell '
Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something,0,'purports hollywood satire winds kind film target something '
a Hollywood satire but winds up as the kind of film that should be the target of something,0,' hollywood satire winds kind film target something '
An unsophisticated,0,'an sophisticated '
"Stupid , infantile , redundant , sloppy , over-the-top , and amateurish .",0,"'stupid , infantile , redundant , sloppy , top , amateurs . '"
"Stupid , infantile , redundant , sloppy ,",0,"'stupid , infantile , redundant , sloppy , '"
"Stupid , infantile , redundant , sloppy",0,"'stupid , infantile , redundant , sloppy '"
"Stupid ,",0,"'stupid , '"
Stupid,0,'stupid '
"infantile , redundant , sloppy",0,"'infantile , redundant , sloppy '"
"redundant , sloppy",0,"'redundant , sloppy '"
", sloppy",0,"' , sloppy '"
sloppy,0,'sloppy '
"over-the-top , and amateurish .",0,"'over top , amateurs . '"
"over-the-top , and amateurish",0,"'over top , amateurs '"
"The movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .",0,"'the movie absolutely avoids comic possibilities situation , becomes one dumb high school comedy sex gags prom dates . '"
"avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .",0,"'avoids comic possibilities situation , becomes one dumb high school comedy sex gags prom dates . '"
"avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates",0,"'avoids comic possibilities situation , becomes one dumb high school comedy sex gags prom dates '"
one more dumb high school comedy about sex gags and prom dates,0,'one dumb high school comedy sex gags prom dates '
"Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .",0,"`` expectation laughter quashed whatever obscenity hand , even funniest idea n't funny . ''"
every cheap trick in the book trying to make the outrage,0,'every cheap trick book trying make outrage '
Just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny .,0,`` bunch good actors failing around paper 's neither original terribly funny . ''
terribly,0,'terribly '
This ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .,0,'this ill conceived expensive project winds looking like bunch talented thesis summing . '
ill-conceived and expensive project,0,'ill conceived expensive project '
"is shallow , offensive and redundant , with pitifully few real laughs .",0,"'is shallow , offensive redundant , pitifully real laughs . '"
"is shallow , offensive and redundant , with pitifully few real laughs",0,"'is shallow , offensive redundant , pitifully real laughs '"
"is shallow , offensive and redundant ,",0,"'is shallow , offensive redundant , '"
"is shallow , offensive and redundant",0,"'is shallow , offensive redundant '"
offensive and redundant,0,'offensive redundant '
everybody else is in the background and it just seems manufactured to me and artificial,0,'everybody else background seems manufactured artificial '
"is the Kathie Lee Gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent",0,"`` katie lee afford film directors , sadly proving ego n't always go hand hand talent ''"
"is the Kathie Lee Gifford of film directors ,",0,"'is katie lee afford film directors , '"
trash,0,'trash '
"Loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness .",0,"'loses sense humor vat failed jokes , twitch acting , general boorishness . '"
"in a vat of failed jokes , twitchy acting , and general boorishness",0,"'in vat failed jokes , twitch acting , general boorishness '"
"failed jokes , twitchy acting , and general boorishness",0,"'failed jokes , twitch acting , general boorishness '"
"failed jokes , twitchy acting , and",0,"'failed jokes , twitch acting , '"
failed,0,'failed '
winds up mired in tear-drenched quicksand .,0,'winds aired tear reached quicksand . '
the final effect is like having two guys yelling in your face for two hours .,0,'the final effect like two guys yelling face two hours . '
having two guys yelling in your face for two hours,0,'having two guys yelling face two hours '
two guys yelling in your face for two hours,0,'two guys yelling face two hours '
assembled cliches and pabulum that plays like a 95-minute commercial for NBA properties .,0,'assembled clinches pabulum plays like 95 minute commercial nba properties . '
plays like a 95-minute commercial for NBA properties,0,'plays like 95 minute commercial nba properties '
a 95-minute commercial,0,' 95 minute commercial '
95-minute commercial,0,'95 minute commercial '
"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance",0,"'an ambitious , serious film manages virtually everything wrong sitting something akin act cinematic penance '"
that manages to do virtually everything wrong,0,'that manages virtually everything wrong '
manages to do virtually everything wrong,0,'manages virtually everything wrong '
do virtually everything wrong,0,'do virtually everything wrong '
